VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2020-04-01 07:26:09,2020-04-01 07:29:26,N,1,74,74,1,.79,-5,0,-0.5,0,0,,-0.3,-5.8,3,1,0
2,2020-04-01 07:26:09,2020-04-01 07:29:26,N,1,74,74,1,.79,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-01 07:36:01,2020-04-01 07:44:07,N,1,74,166,1,1.87,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2020-04-01 07:48:43,2020-04-01 07:54:16,N,1,41,74,1,1.04,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-01 07:16:53,2020-04-01 07:24:52,N,1,74,137,2,5.19,15.5,0,0.5,0,0,,0.3,19.05,2,1,2.75
2,2020-04-01 07:42:27,2020-04-01 07:52:51,N,1,74,162,2,3.55,12,0,0.5,2,0,,0.3,17.55,1,1,2.75
2,2020-04-01 07:55:53,2020-04-01 08:13:00,N,1,260,112,2,3.82,15,0,0.5,0,0,,0.3,15.8,2,1,0
1,2020-04-01 07:29:18,2020-04-01 07:41:28,N,1,189,225,1,.00,14.2,0,0.5,0,0,,0.3,15,1,1,0
1,2020-04-01 07:53:51,2020-04-01 08:15:06,N,1,61,37,1,.00,14.2,0,0.5,0,0,,0.3,15,1,1,0
2,2020-04-01 07:12:08,2020-04-01 07:15:50,N,1,74,236,6,1.49,6,0,0.5,2.04,0,,0.3,8.84,1,1,0
2,2020-04-01 07:21:51,2020-04-01 07:26:45,N,1,74,41,6,1.18,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-01 07:45:15,2020-04-01 07:53:26,N,1,75,41,6,1.85,8.5,0,0.5,0,0,,0.3,9.3,1,1,0
2,2020-04-01 07:31:21,2020-04-01 07:36:52,N,1,74,42,1,1.15,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2020-04-01 07:44:02,2020-04-01 07:51:42,N,1,41,74,1,1.27,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,2020-04-01 07:11:23,2020-04-01 07:24:11,N,1,75,48,1,3.78,13.5,0,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2020-04-01 07:41:47,2020-04-01 07:58:31,N,1,41,137,1,6.26,20.5,0,0.5,1.05,0,,0.3,25.1,1,1,2.75
1,2020-04-01 07:28:38,2020-04-01 07:43:10,N,1,116,236,1,.00,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-01 07:25:54,2020-04-01 07:34:55,N,1,74,140,1,3.73,12.5,0,0.5,0,0,,0.3,16.05,2,1,2.75
2,2020-04-01 07:20:48,2020-04-01 08:00:59,N,1,197,65,1,17.14,51.5,0,0.5,0,0,,0.3,52.3,1,1,0
2,2020-04-01 07:15:09,2020-04-01 07:23:10,N,1,74,239,2,3.09,10.5,0,0.5,0,0,,0.3,14.05,2,1,2.75
1,2020-04-01 07:06:44,2020-04-01 07:10:58,N,1,74,75,1,1.20,5.5,0,0.5,1.85,0,,0.3,8.15,1,1,0
1,2020-04-01 07:16:03,2020-04-01 07:24:12,N,1,74,237,1,2.50,9.5,2.75,0.5,2.6,0,,0.3,15.65,1,1,2.75
1,2020-04-01 07:38:50,2020-04-01 07:42:50,N,1,75,42,1,1.50,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,2020-04-01 07:48:30,2020-04-01 07:55:24,N,1,74,152,1,1.70,7.5,0,0.5,2.05,0,,0.3,10.35,1,1,0
1,2020-04-01 07:06:20,2020-04-01 07:29:45,N,1,76,225,1,.00,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-01 07:11:17,2020-04-01 07:17:44,N,1,74,43,1,1.45,7,0,0.5,0.78,0,,0.3,8.58,1,1,0
2,2020-04-01 07:35:55,2020-04-01 07:42:05,N,1,130,10,1,1.30,6.5,0,0.5,2.19,0,,0.3,9.49,1,1,0
2,2020-04-01 07:28:44,2020-04-01 07:51:44,N,1,7,75,2,6.47,21.5,0,0.5,0,0,,0.3,25.05,1,1,2.75
2,2020-04-01 07:55:31,2020-04-01 08:01:11,N,1,75,74,2,1.23,6.5,0,0.5,2,0,,0.3,9.3,1,1,0
2,2020-04-01 07:30:23,2020-04-01 07:35:55,N,1,74,75,1,1.43,6.5,0,0.5,1.1,0,,0.3,8.4,1,1,0
2,2020-04-01 07:17:28,2020-04-01 07:17:57,N,5,54,54,1,.13,32,0,0,0,0,,0.3,32.3,1,2,0
1,2020-04-01 07:05:40,2020-04-01 07:26:50,N,1,213,75,1,.00,22.2,0,0.5,0,0,,0.3,23,1,1,0
2,2020-04-01 07:54:50,2020-04-01 08:04:59,N,1,75,100,1,4.30,13.5,0,0.5,2,0,,0.3,19.05,1,1,2.75
2,2020-04-01 07:47:36,2020-04-01 07:59:25,N,1,244,48,1,7.88,22.5,0,0.5,7.82,0,,0.3,33.87,1,1,2.75
2,2020-04-01 08:26:09,2020-04-01 08:29:06,N,1,166,238,1,.91,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-01 08:38:50,2020-04-01 08:47:09,N,1,166,74,1,1.50,8,0,0.5,0,0,,0.3,8.8,2,1,0
1,2020-04-01 08:46:50,2020-04-01 08:49:56,N,1,55,108,1,1.20,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,2020-04-01 08:10:57,2020-04-01 08:20:28,N,1,212,3,1,.00,19.2,0,0.5,0,0,,0.3,20,1,1,0
1,2020-04-01 08:35:35,2020-04-01 08:46:36,N,1,250,159,1,.00,14.2,0,0.5,0,0,,0.3,15,1,1,0
1,2020-04-01 08:48:32,2020-04-01 09:05:18,N,5,147,116,1,.00,12,0,0,0,0,,0,12,2,2,0
2,2020-04-01 08:08:02,2020-04-01 08:16:10,N,1,166,143,1,3.07,10.5,0,0.5,2.81,0,,0.3,16.86,1,1,2.75
2,2020-04-01 08:51:43,2020-04-01 09:01:31,N,1,75,137,1,3.96,13.5,0,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2020-04-01 08:43:48,2020-04-01 08:47:23,N,1,42,41,1,1.25,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-01 08:53:16,2020-04-01 09:01:06,N,1,41,75,1,1.75,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-01 08:54:09,2020-04-01 08:59:38,N,1,244,244,1,1.13,6.5,0,0.5,2.19,0,,0.3,9.49,1,1,0
1,2020-04-01 08:42:34,2020-04-01 08:59:00,N,1,244,236,1,5.90,20,3.75,0.5,2,0,,0.3,26.55,1,1,2.75
2,2020-04-01 08:20:48,2020-04-01 08:30:18,N,1,41,42,1,1.70,9,0,0.5,2.45,0,,0.3,12.25,1,1,0
2,2020-04-01 08:35:48,2020-04-01 08:44:38,N,1,42,74,1,1.41,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,2020-04-01 08:51:27,2020-04-01 09:02:12,N,1,41,42,1,1.92,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
1,2020-04-01 08:09:36,2020-04-01 08:30:49,N,1,225,255,1,.00,17.2,0,0.5,0,0,,0.3,18,1,1,0
1,2020-04-01 08:54:44,2020-04-01 09:24:57,N,1,97,35,1,.00,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-01 09:00:32,2020-04-01 09:05:49,N,1,42,42,1,.82,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2020-04-01 08:06:37,2020-04-01 08:18:52,N,1,75,119,1,4.10,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,2020-04-01 08:57:41,2020-04-01 09:10:47,N,5,41,48,5,5.47,20,0,0,0,0,,0.3,23.05,1,2,2.75
2,2020-04-01 08:16:52,2020-04-01 08:29:34,N,1,41,161,1,3.62,13,0,0.5,3.31,0,,0.3,19.86,1,1,2.75
2,2020-04-01 08:37:49,2020-04-01 08:55:47,N,1,69,244,1,3.40,14,0,0.5,0,0,,0.3,14.8,1,1,0
2,2020-04-01 08:50:31,2020-04-01 09:02:19,N,1,24,162,1,4.86,15.5,0,0.5,3.81,0,,0.3,22.86,1,1,2.75
2,2020-04-01 08:32:18,2020-04-01 08:51:23,N,1,97,177,1,4.06,16,0,0.5,0,0,,0.3,16.8,1,1,0
2,2020-04-01 08:16:32,2020-04-01 08:17:16,N,1,247,247,1,.00,2.5,0,0.5,3.7,0,,0.3,7,1,1,0
1,2020-04-01 08:31:03,2020-04-01 08:34:04,N,1,74,74,1,.60,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2020-04-01 08:35:21,2020-04-01 08:39:26,N,1,74,75,1,1.33,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,2020-04-01 08:59:29,2020-04-01 09:06:56,N,1,168,159,1,1.03,7,0,0.5,0,0,,0.3,7.8,2,1,0
1,2020-04-01 08:31:34,2020-04-01 08:35:04,N,1,74,41,1,1.00,5,0,0.5,0,0,,0.3,5.8,2,1,0
1,2020-04-01 08:04:49,2020-04-01 08:07:16,N,1,75,42,1,1.00,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2020-04-01 08:52:56,2020-04-01 09:06:28,N,1,41,244,1,4.15,15,0,0.5,3.95,0,,0.3,19.75,1,1,0
2,2020-04-01 08:19:41,2020-04-01 09:04:54,N,1,78,95,1,15.92,50.5,0,0.5,0,0,,0.3,51.3,1,1,0
2,2020-04-01 08:35:43,2020-04-01 08:40:07,N,1,42,247,1,1.17,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-01 08:40:25,2020-04-01 08:42:57,N,1,74,74,2,.44,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,2020-04-01 08:48:59,2020-04-01 08:57:16,N,1,75,137,2,4.51,13.5,0,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2020-04-01 08:30:56,2020-04-01 08:36:43,N,1,74,236,1,1.77,7,0,0.5,0,0,,0.3,10.55,2,1,2.75
1,2020-04-01 08:41:45,2020-04-01 09:05:18,N,1,76,61,1,.00,19.2,0,0.5,0,0,,0.3,20,1,1,0
2,2020-04-01 08:28:35,2020-04-01 08:35:45,N,1,75,247,6,3.12,10.5,0,0.5,0,0,,0.3,11.3,1,1,0
2,2020-04-01 08:03:49,2020-04-01 08:08:56,N,1,74,75,1,1.42,6,0,0.5,2.04,0,,0.3,8.84,1,1,0
2,2020-04-01 08:32:05,2020-04-01 08:36:57,N,1,74,41,1,.78,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2020-04-01 08:59:10,2020-04-01 09:05:08,N,1,74,159,1,1.47,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-01 08:21:15,2020-04-01 08:25:16,N,1,74,263,1,1.28,5.5,0,0.5,0,0,,0.3,6.3,1,1,0
2,2020-04-01 08:48:10,2020-04-01 08:56:06,N,1,74,166,1,1.72,8,0,0.5,1.76,0,,0.3,10.56,1,1,0
1,2020-04-01 08:54:26,2020-04-01 09:25:20,N,1,91,37,1,.00,22.2,0,0.5,0,0,,0.3,23,1,1,0
2,2020-04-01 07:58:06,2020-04-01 08:08:09,N,1,74,166,1,1.97,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,2020-04-01 08:18:46,2020-04-01 08:47:27,N,2,166,132,1,18.19,52,0,0.5,17.68,6.12,,0.3,78.55,1,1,0
2,2020-04-01 08:02:14,2020-04-01 09:24:11,N,1,65,86,1,18.09,68,0,0.5,0,0,,0.3,68.8,1,1,0
2,2020-04-01 08:41:42,2020-04-01 08:48:48,N,1,74,166,1,1.71,7.5,0,0.5,0,0,,0.3,8.3,1,1,0
2,2020-04-01 08:19:42,2020-04-01 08:50:38,N,1,97,77,2,4.75,22.5,0,0.5,0,0,,0.3,23.3,2,1,0
1,2020-04-01 08:20:06,2020-04-01 08:25:04,N,1,74,43,1,1.40,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,2020-04-01 08:57:10,2020-04-01 09:00:57,N,1,74,41,1,.80,5,0,0.5,1.15,0,,0.3,6.95,1,1,0
1,2020-04-01 08:11:18,2020-04-01 08:45:54,N,1,35,75,1,.00,46.2,0,0.5,0,6.12,,0.3,53.12,1,1,0
1,2020-04-01 08:58:24,2020-04-01 09:06:43,N,1,166,151,1,.00,11.2,0,0.5,0,0,,0.3,12,1,1,0
2,2020-04-01 08:36:38,2020-04-01 08:48:56,N,1,166,244,1,3.12,12.5,0,0.5,3.32,0,,0.3,16.62,1,1,0
2,2020-04-01 08:33:09,2020-04-01 08:55:01,N,1,41,254,1,12.23,34.5,0,0.5,0,0,,0.3,35.3,2,1,0
2,2020-04-01 08:34:26,2020-04-01 08:57:09,N,1,130,37,1,9.97,29.5,0,0.5,0,0,,0.3,30.3,2,1,0
2,2020-04-01 08:34:45,2020-04-01 08:53:21,N,1,41,90,2,5.48,18.5,0,0.5,3.31,0,,0.3,27.31,1,1,2.75
2,2020-04-01 08:15:55,2020-04-01 08:23:32,N,1,74,141,1,2.61,9.5,0,0.5,0,0,,0.3,13.05,2,1,2.75
2,2020-04-01 08:15:33,2020-04-01 08:20:45,N,5,152,152,1,.75,9,0,0,0,0,,0.3,9.3,2,2,0
